IP,Env,NAME,STATUS,Operating System,OS Lifecycle EOL Date,OS Lifecycle EOS Date,Patching Scope,Internet Facing,Asset Criticality,CVE ID,CVSS,Vuln Type,Qualys Severity,Title,Vuln Status,Solution,Exploitability,Results,First Detected,Last Detected,Date Last Fixed,Last Reopened,Exempted,Age,New/Old,SLA,Week,Vuln_Status,Actual Fixed Date
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
